image_id,mean_score_prediction
DSC03844,4.847934393910691
DSC03845,4.675176175805973
DSC03846,4.691849157345132
DSC03847,4.862945306391339
DSC03848,4.948266541636258
DSC03849,5.04538500182025
DSC03850,4.693541147906217
DSC03851,5.138921908510383
DSC03852,5.649840584255799
DSC03853,5.249821220029844
DSC03854,4.480465550295776
DSC03855,4.741575778927654
DSC03856,5.205908698771964
DSC03857,5.705384571032482
DSC03858,5.353363753543817
DSC03859,5.373710929601657
DSC03860,5.256500390147266
DSC03861,5.13548852308304
DSC03862,5.295931493965327
DSC03863,4.949438680312596
DSC03864,5.529745144827757
DSC03865,5.314150283753406
DSC03866,5.339216550470155
DSC03867,5.466437325707375
DSC03868,5.540520752082557
DSC03869,5.40864016161504
DSC03870,5.332829892169684
DSC03871,5.564002758139395
DSC03872,5.438109279915807
DSC03873,5.268734450102784
DSC03874,5.424055466882237
DSC03875,5.654473352908099
DSC03876,5.222642588953022
DSC03877,5.655634926496816
DSC03878,5.621129523495938
DSC03880,5.535364438521356
DSC03881,5.9876899884962995
DSC03882,5.679369404063436
DSC03883,5.282771612885654
DSC03884,4.51658676399893
DSC03885,5.006731807956385
DSC03886,5.33760272467498
DSC03887,5.544305498610811
DSC03888,5.520334597538749
DSC03889,5.629285645125492
DSC03890,5.412913958185527
DSC03891,4.685357330032275
DSC03892,5.30423150525894
DSC03893,5.5467472464515595
DSC03894,5.528483840309491
DSC03895,5.544029528290594
DSC03896,5.569488707712992
DSC03897,5.715734550576599
DSC03898,4.691583892825292
DSC03899,5.709434933150078
DSC03900,5.759823812700233
DSC03901,5.800825840856305
DSC03902,5.61036819444962
DSC03903,5.809368940292188
DSC03904,5.673607642223942
DSC03905,5.9436309470183915
DSC03906,5.871153704460937
DSC03907,5.490256739281904
DSC03908,5.827517992358935
DSC03909,5.136442894348875
DSC03910,5.576355212863291
DSC03911,4.183663890224125
DSC03912,5.30826521461131
DSC03913,5.68593520828108
DSC03914,5.668378061547628
DSC03915,5.643117315136806
DSC03916,4.676047548000497
DSC03917,5.758658740122854
DSC03918,4.981348039138538
DSC03919,4.837746015633456
DSC03920,4.792207891470753
DSC03921,5.086376945575466
DSC03922,4.148140561712353
DSC03923,5.502953833354695
DSC03924,5.288866603223141
DSC03925,4.8514392950964975
DSC03926,5.038802877937996
DSC03927,5.062753635163972
DSC03928,5.789705664838948
DSC03929,6.090506016427696
DSC03930,5.827071942577959
DSC03931,5.949184003007531
DSC03932,5.7371543772051155
DSC03933,5.934389346284206
DSC03934,5.985019947227272
DSC03935,5.966630721395745
DSC03936,5.477317313707317
DSC03937,5.2211758283519885
DSC03938,5.116794998481055
DSC03939,5.546379381370116
DSC03940,5.645237132252078
DSC03941,5.965704929887011
DSC03942,5.655837541186884
DSC03943,5.979222193048599
DSC03944,5.443708591112227
DSC03945,5.226702826155815
DSC03946,5.537008540625266
DSC03947,5.229239929936739
DSC03948,5.05772185625392
DSC03949,5.426970596927276
DSC03950,5.373620488381675
DSC03951,4.9992455402971245
DSC03952,5.5841239964502165
DSC03953,5.815520077397196
DSC03954,5.791593325362555
DSC03955,5.710328214075162
DSC03956,5.59044348624775
DSC03957,5.067788283304253
DSC03958,5.509605390887373
DSC03959,5.681959066678701
DSC03960,5.494066364219179
DSC03961,5.440977653946902
DSC03962,4.80159748159349
DSC03963,4.8204492013319395
DSC03964,5.625040589197852
DSC03965,5.591446168197763
DSC03966,5.654139048330308
DSC03967,5.742492212990101
DSC03968,5.751774642068995
DSC03969,5.89974789511416
DSC03970,5.842858829671513
DSC03971,4.804189376940485
DSC03972,5.7929360256061955
DSC03973,6.051048154562977
DSC03974,5.749850713815249
DSC03975,5.364681425162416
DSC03976,5.8513024894105
DSC03977,6.011293761906359
DSC03978,5.206522815235075
DSC03979,5.20766718503728
DSC03980,5.608867399160772
DSC03981,5.149924574205215
DSC03982,5.235984488464965
DSC03983,5.435035717858227
DSC03984,5.19287486450412
DSC03985,5.107465015429625
DSC03986,5.484644769812803
DSC03987,5.619191297762882
DSC03988,5.6295589874716825
DSC03989,5.808430820298327
DSC03990,5.540783849342915
DSC03991,5.48820828244061
DSC03992,5.718928958138349
DSC03993,5.634439405106605
DSC03994,5.806814020204797
DSC03995,5.061166976593086
DSC03996,5.489831981823954
DSC03997,5.575114492445209
DSC03998,5.570759201360488
DSC03999,5.691195027851791
DSC04000,4.898760901131027
DSC04001,5.375721255256394
DSC04002,5.050597208413819
DSC04003,5.657612262077237
DSC04004,5.982115077322874
DSC04005,5.822865977928927
DSC04006,5.6834212253170335
DSC04007,5.62086704619378
DSC04008,5.9958252751514465
DSC04009,6.137795635281609
DSC04010,6.1822765045720764
DSC04011,6.054534890299912
DSC04012,5.347792863416544
